"license","Licensee Information","Business Name:","License Number:","In Business:","Location Address:","City/Town:","State:","Telephone Number:","Trade Name","Address","Town","County","License #","Permissions","Expiration Date","On or Off","latitude","longitude","accuracy","marker-size","marker-color","marker-symbol"
"629",NA,"BIG APPLE FOOD STORE #1050, THE","629","Yes","48 PORTLAND ROAD","GRAY","ME","743-9212","BIG APPLE FOOD STORE #1050, THE","48 PORTLAND ROAD","GRAY","CUMBERLAND","629","V-M","07/08/2015","OFF",43.8794293,-70.3288114,"street_address","small","#4f4","alcohol-shop"
"632",NA,"EXIT 48 CLIPPER MART","632","Yes","55 RIVERSIDE STREET","PORTLAND","ME","207-871-5888","EXIT 48 CLIPPER MART","55 RIVERSIDE STREET","PORTLAND","CUMBERLAND","632","M-V","05/25/2015","OFF",43.678883,-70.327777,"street_address","small","#4f4","alcohol-shop"
"633",NA,"LOW'S VARIETY","633","Yes","40 LONG PLAINS ROAD","BUXTON","ME","207-727-3909","LOW'S VARIETY","40 LONG PLAINS ROAD","BUXTON","YORK","633","V-M","09/28/2015","OFF",43.6916898,-70.5959851,"street_address","small","#4f4","alcohol-shop"
"641",NA,"AMATO'S SANDWICH SHOPS, INC.","641","Yes","727 ROOSEVELT TRAIL","NORTH WINDHAM","ME","207-892-0160","AMATO'S SANDWICH SHOPS, INC.","727 ROOSEVELT TRAIL","NORTH WINDHAM","CUMBERLAND","641","M-V","04/20/2015","OFF",43.8326861,-70.436962,"street_address","small","#4f4","alcohol-shop"
"644",NA,"SCRUBADUB AUTO CAR WASH CENTER","644","Yes","425 GORHAM ROAD","SOUTH PORTLAND","ME","772-1831","SCRUBADUB AUTO CAR WASH CENTER","425 GORHAM ROAD","SOUTH PORTLAND","CUMBERLAND","644","V-M","03/11/2015","OFF",43.6373015,-70.3339945,"street_address","small","#4f4","alcohol-shop"
"647",NA,"BOB'S PLACE","647","Yes","600 ROOSEVELT TRAIL","CASCO","ME","207-655-3529","BOB'S PLACE","600 ROOSEVELT TRAIL","CASCO","CUMBERLAND","647","M-V","06/18/2015","OFF",43.94154,-70.546262,"street_address","small","#4f4","alcohol-shop"
"65",NA,"WEST ST. MARKET","65","Yes","269 WEST STREET","BIDDEFORD","ME","283-3198","WEST ST. MARKET","269 WEST STREET","BIDDEFORD","YORK","65","M-V","06/28/2015","OFF",43.455941,-70.429702,"street_address","small","#4f4","alcohol-shop"
"651",NA,"TILTON'S MARKET","651","Yes","11 TURNER STREET","BUCKFIELD","ME","207-336-2191","TILTON'S MARKET","11 TURNER STREET","BUCKFIELD","OXFORD","651","M-V","07/14/2015","OFF",44.2892492,-70.3642666,"street_address","small","#4f4","alcohol-shop"
"654",NA,"VILLAGE CENTER AUTO CARE, INC.","654","Yes","239 US ROUTE ONE","SCARBOROUGH","ME","883-2557","VILLAGE CENTER AUTO CARE, INC.","239 US ROUTE ONE","SCARBOROUGH","CUMBERLAND","654","V-M","02/25/2015","OFF",43.5904145,-70.3350566,"street_address","small","#4f4","alcohol-shop"
"656",NA,"NORTH STREET XTRA MART","656","Yes","333 NORTH STREET","SACO","ME","284-4704","NORTH STREET XTRA MART","333 NORTH STREET","SACO","YORK","656","M-V","02/01/2015","OFF",43.518572,-70.455197,"street_address","small","#4f4","alcohol-shop"
"657",NA,"WALDO'S GENERAL STORE, LLC","657","Yes","178 U.S. ROUTE ONE","FALMOUTH","ME","781-4404","WALDO'S GENERAL STORE, LLC","178 U.S. ROUTE ONE","FALMOUTH","CUMBERLAND","657","V-M","06/29/2015","OFF",43.714986,-70.233646,"bus_station","small","#4f4","alcohol-shop"
"658",NA,"7 JACKSON'S CORNER STORE","658","Yes","1486 ALFRED RD.","LYMAN","ME","499-2971","7 JACKSON'S CORNER STORE","1486 ALFRED RD.","LYMAN","YORK","658","V-M","08/21/2015","OFF",43.4126458,-70.5950902,"street_address","small","#4f4","alcohol-shop"
"660",NA,"LILY'S FINE FLOWERS","660","Yes","18 MAIN STREET","CORNISH","ME","625-2366","LILY'S FINE FLOWERS","18 MAIN STREET","CORNISH","YORK","660","V","02/15/2015","OFF",43.7999714,-70.786245,"route","small","#4f4","alcohol-shop"
"663",NA,"MR. MIKE'S SOUTH PORTLAND","663","Yes","697 MAIN STREET","SOUTH PORTLAND","ME","207-774-8377","MR. MIKE'S SOUTH PORTLAND","697 MAIN STREET","SOUTH PORTLAND","CUMBERLAND","663","M-V","02/28/2015","OFF",43.6195088,-70.3061428,"street_address","small","#4f4","alcohol-shop"
"668",NA,"SACO XTRA MART","668","Yes","28 ELM STREET","SACO","ME","282-4934","SACO XTRA MART","28 ELM STREET","SACO","YORK","668","M-V","02/01/2015","OFF",43.499735,-70.449377,"street_address","small","#4f4","alcohol-shop"
"672",NA,"WALGREENS #12326","672","Yes","340 ALLEN AVENUE","PORTLAND","ME","207-878-0530","WALGREENS #12326","340 ALLEN AVENUE","PORTLAND","CUMBERLAND","672","V-M","04/22/2015","OFF",43.6996044,-70.2888437,"street_address","small","#4f4","alcohol-shop"
"677",NA,"HANNAFORD  #8221","677","Yes","20 SOKOKIS TRAIL","WATERBORO","ME","207-247-8000","HANNAFORD  #8221","20 SOKOKIS TRAIL","WATERBORO","YORK","677","M-V","04/06/2015","OFF",43.5713435,-70.6842112,"premise","small","#4f4","alcohol-shop"
"678",NA,"SEA N SURF AT THE WAVERLY","678","Yes","2 FERNALD STREET","OLD ORCHARD BEACH","ME","508-887-6634","SEA N SURF AT THE WAVERLY","2 FERNALD STREET","OLD ORCHARD BEACH","YORK","678","M-V","09/10/2015","OFF",43.5128907,-70.3755768,"street_address","small","#4f4","alcohol-shop"
"679",NA,"CLOWN, THE","679","Yes","659 US ROUTE 1","YORK","ME","351-3063","CLOWN, THE","659 US ROUTE 1","YORK","YORK","679","V","05/16/2015","OFF",43.158671,-70.651722,"street_address","small","#4f4","alcohol-shop"
"680",NA,"AMATO'S","680","Yes","312 ST. JOHN STREET","PORTLAND","ME","828-5978","AMATO'S","312 ST. JOHN STREET","PORTLAND","CUMBERLAND","680","M-V","12/31/2014","OFF",43.6541562,-70.2802876,"street_address","small","#4f4","alcohol-shop"
"684",NA,"MR. MIKE'S BRUNSWICK BATH ROAD","684","Yes","101 BATH ROAD","BRUNSWICK","ME","207-725-5299","MR. MIKE'S BRUNSWICK BATH ROAD","101 BATH ROAD","BRUNSWICK","CUMBERLAND","684","V-M","02/28/2015","OFF",43.907348,-69.935687,"street_address","small","#4f4","alcohol-shop"
"686",NA,"CUMBERLAND FARMS #5587","686","Yes","10 MAIN STREET","GRAY","ME","207-657-5184","CUMBERLAND FARMS #5587","10 MAIN STREET","GRAY","CUMBERLAND","686","V-M","09/30/2015","OFF",43.8858448,-70.3303247,"street_address","small","#4f4","alcohol-shop"
"687",NA,"CUMBERLAND FARMS #5559","687","Yes","3 MAIN STREET","KENNEBUNK","ME","207-985-2471","CUMBERLAND FARMS #5559","3 MAIN STREET","KENNEBUNK","YORK","687","M-V","09/30/2015","OFF",43.3853792,-70.5418421,"street_address","small","#4f4","alcohol-shop"
"693",NA,"CUMBERLAND FARMS #5560","693","Yes","7 SOUTH MAIN STREET","OGUNQUIT","ME","207-646-5299","CUMBERLAND FARMS #5560","7 SOUTH MAIN STREET","OGUNQUIT","YORK","693","V-M","09/30/2015","OFF",43.2376611,-70.6010246,"street_address","small","#4f4","alcohol-shop"
"694",NA,"CUMBERLAND FARMS #5565","694","Yes","730 MAIN STREET","WESTBROOK","ME","207-854-2850","CUMBERLAND FARMS #5565","730 MAIN STREET","WESTBROOK","CUMBERLAND","694","V-M","09/30/2015","OFF",43.6769233,-70.3608562,"street_address","small","#4f4","alcohol-shop"
"695",NA,"PATMAN'S REDEMPTION","695","Yes","95 TANDBERG TRAIL","WINDHAM","ME","207-892-5218","PATMAN'S REDEMPTION","95 TANDBERG TRAIL","WINDHAM","CUMBERLAND","695","M-V","07/05/2015","OFF",43.8336333,-70.4402947,"street_address","small","#4f4","alcohol-shop"
"7000",NA,"TIN TIN BUFFET","7000","Yes","420 ALFRED STREET","BIDDEFORD","ME","282-0888","TIN TIN BUFFET","420 ALFRED STREET","BIDDEFORD","YORK","7000","S-V-M","09/30/2015","ON",43.4829155,-70.4793088,"street_address","small","#f44","restaurant"
"7002",NA,"PORTLAND EXPOSITION BUILDING","7002","Yes","239 PARK AVENUE","PORTLAND","ME","874-8200","PORTLAND EXPOSITION BUILDING","239 PARK AVENUE","PORTLAND","CUMBERLAND","7002","S-V-M","11/15/2015","ON",43.656093,-70.277118,"street_address","small","#f44","restaurant"
"7003",NA,"CHURCHILL CATERERS","7003","Yes","1037 FOREST AVENUE","PORTLAND","ME","878-2277","CHURCHILL CATERERS","1037 FOREST AVENUE","PORTLAND","CUMBERLAND","7003","S-V-M","06/10/2015","ON",43.6828635,-70.289197,"street_address","small","#f44","restaurant"
"7004",NA,"LUCKY LOGGERS LANDING RESTAURANT","7004","Yes","4 SCAMMON STREET","SACO","ME","283-0485","LUCKY LOGGERS LANDING RESTAURANT","4 SCAMMON STREET","SACO","YORK","7004","V-M","06/11/2015","ON",43.5019539,-70.4471679,"street_address","small","#f44","restaurant"
"7006",NA,"FREEPORT COUNTRY CLUB","7006","Yes","2 OLD COUNTY ROAD","FREEPORT","ME","865-0711","FREEPORT COUNTRY CLUB","2 OLD COUNTY ROAD","FREEPORT","CUMBERLAND","7006","M","05/22/2015","ON",43.8300083,-70.1370927,"street_address","small","#f44","restaurant"
"7007",NA,"CHABA THAI CUISINE","7007","Yes","700 US ROUTE ONE","SCARBOROUGH","ME","396-5382","CHABA THAI CUISINE","700 US ROUTE ONE","SCARBOROUGH","CUMBERLAND","7007","S-V-M","05/15/2015","ON",43.5642541,-70.3952374,"street_address","small","#f44","restaurant"
"701",NA,"YARMOUTH MOBIL MART","701","Yes","351 US ROUTE 1","YARMOUTH","ME","846-0455","YARMOUTH MOBIL MART","351 US ROUTE 1","YARMOUTH","CUMBERLAND","701","M-V","04/07/2015","OFF",43.7932465,-70.1882799,"street_address","small","#4f4","alcohol-shop"
"7011",NA,"SAMUEL'S BAR & GRILL","7011","Yes","1160 FOREST AVENUE","PORTLAND","ME","797-6924","SAMUEL'S BAR & GRILL","1160 FOREST AVENUE","PORTLAND","CUMBERLAND","7011","S-V-M","10/09/2015","ON",43.686838,-70.2929585,"street_address","small","#f44","restaurant"
"7016",NA,"BEECH RIDGE SPEEDWAY, INC.","7016","Yes","70 HOLMES ROAD","SCARBOROUGH","ME","207-885-0111","BEECH RIDGE SPEEDWAY, INC.","70 HOLMES ROAD","SCARBOROUGH","CUMBERLAND","7016","M-V","04/10/2015","ON",43.608511,-70.379534,"street_address","small","#f44","restaurant"
"7019",NA,"FAR EAST RESTARUANT","7019","Yes","287 MAIN STREET","MEXICO","ME","364-7841","FAR EAST RESTARUANT","287 MAIN STREET","MEXICO","OXFORD","7019","S-V-M","05/04/2015","ON",44.5522959,-70.5354894,"street_address","small","#f44","restaurant"
"7021",NA,"JP'S BISTRO","7021","Yes","496 WOODFORDS STREET","PORTLAND","ME","899-4224","JP'S BISTRO","496 WOODFORDS STREET","PORTLAND","CUMBERLAND","7021","S-V-M","12/01/2014","ON",43.6691489,-70.3011864,"street_address","small","#f44","restaurant"
"7026",NA,"RICHARD'S TAKE-OUT","7026","Yes","1732 N BERWICK ROAD","WELLS","ME","646-8561","RICHARD'S TAKE-OUT","1732 N BERWICK ROAD","WELLS","YORK","7026","M-V","07/22/2015","ON",43.3057428,-70.6934167,"street_address","small","#f44","restaurant"
"7027",NA,"YANKEE LANES","7027","Yes","276 BATH ROAD","BRUNSWICK","ME","725-2963","YANKEE LANES","276 BATH ROAD","BRUNSWICK","CUMBERLAND","7027","S-V-M","10/03/2015","ON",43.9099,-69.902498,"street_address","small","#f44","restaurant"
"7028",NA,"RUBY TUESDAY","7028","Yes","11 MAIN STREET, SUITE 14","WESTBROOK","ME","251-422-1778","RUBY TUESDAY","11 MAIN STREET, SUITE 14","WESTBROOK","CUMBERLAND","7028","S-V-M","08/10/2015","ON",43.6780048,-70.3296218,"subpremise","small","#f44","restaurant"
"703",NA,"FOOD STOP","703","Yes","318 MAIN STREET","CUMBERLAND CENTER","ME","824-3250","FOOD STOP","318 MAIN STREET","CUMBERLAND CENTER","CUMBERLAND","703","V-M","08/31/2015","OFF",43.799894,-70.256061,"street_address","small","#4f4","alcohol-shop"
"7035",NA,"CASCO BAY LINES","7035","Yes","56 COMMERCIAL STREET","PORTLAND","ME","774-7871","CASCO BAY LINES","56 COMMERCIAL STREET","PORTLAND","CUMBERLAND","7035","S-V-M","02/27/2015","ON",43.6569963,-70.2486076,"street_address","small","#f44","restaurant"
"7037",NA,"MAINE DINER","7037","Yes","2265 POST ROAD","WELLS","ME","646-4441","MAINE DINER","2265 POST ROAD","WELLS","YORK","7037","V-M","05/11/2015","ON",43.3417935,-70.5631268,"street_address","small","#f44","restaurant"
"7038",NA,"CENTER LOVELL INN","7038","Yes","1107 MAIN STREET","LOVELL","ME","925-1575","CENTER LOVELL INN","1107 MAIN STREET","LOVELL","OXFORD","7038","S-V-M","06/09/2015","ON",44.182277,-70.889709,"street_address","small","#f44","restaurant"
"704",NA,"RITE AID #4133","704","Yes","701 FOREST AVENUE","PORTLAND","ME","717-214-8543","RITE AID #4133","701 FOREST AVENUE","PORTLAND","CUMBERLAND","704","V-M","12/27/2015","OFF",43.6728464,-70.2846286,"street_address","small","#4f4","alcohol-shop"
"7041",NA,"MEKHONG THAI RESTAURANT","7041","Yes","35 WESTERN AVE","KENNEBUNK","ME","967-8827","MEKHONG THAI RESTAURANT","35 WESTERN AVE","KENNEBUNK","YORK","7041","S-V-M","04/28/2015","ON",43.3599305,-70.4840371,"street_address","small","#f44","restaurant"
"7045",NA,"VIGNOLA CINQUE TERRE","7045","Yes","10 DANA STREET","PORTLAND","ME","347-6154","VIGNOLA CINQUE TERRE","10 DANA STREET","PORTLAND","CUMBERLAND","7045","S-V-M","07/12/2015","ON",43.655802,-70.253733,"street_address","small","#f44","restaurant"
"7060",NA,"FRONTIER","7060","Yes","14 MAINE STREET","BRUNSWICK","ME","207-725-5222","FRONTIER","14 MAINE STREET","BRUNSWICK","CUMBERLAND","7060","S-V-M","10/02/2015","ON",43.9192886,-69.9669093,"premise","small","#f44","restaurant"
"7063",NA,"OXFORD HOUSE INN, THE","7063","Yes","548 MAIN STREET","FRYEBURG","ME","935-3442","OXFORD HOUSE INN, THE","548 MAIN STREET","FRYEBURG","OXFORD","7063","S-V-M","09/19/2015","ON",44.0162868,-70.981857,"street_address","small","#f44","restaurant"
"7065",NA,"CINEMAGIC GRAND","7065","Yes","333 CLARKS POND PARKWAY","SOUTH PORTLAND","ME","772-6023","CINEMAGIC GRAND","333 CLARKS POND PARKWAY","SOUTH PORTLAND","CUMBERLAND","7065","M-V","01/29/2015","ON",43.6312892,-70.3229424,"street_address","small","#f44","restaurant"
"707",NA,"ANANIA'S - BROADWAY","707","Yes","323 BROADWAY","SOUTH PORTLAND","ME","207-347-7450","ANANIA'S - BROADWAY","323 BROADWAY","SOUTH PORTLAND","CUMBERLAND","707","M-V","11/11/2014","OFF",43.6400749,-70.2433662,"street_address","small","#4f4","alcohol-shop"
"7072",NA,"ROMANO'S MACARONI GRILL","7072","Yes","415 PHILBROOK AVENUE","SOUTH PORTLAND","ME","780-6620","ROMANO'S MACARONI GRILL","415 PHILBROOK AVENUE","SOUTH PORTLAND","CUMBERLAND","7072","S-V-M","04/30/2015","ON",43.6343426,-70.3285091,"street_address","small","#f44","restaurant"
"7073",NA,"PAT'S PIZZA OF SCARBOROUGH","7073","Yes","209 U.S. ROUTE 1","SCARBOROUGH","ME","883-8441","PAT'S PIZZA OF SCARBOROUGH","209 U.S. ROUTE 1","SCARBOROUGH","CUMBERLAND","7073","S-V-M","04/20/2015","ON",43.5918798,-70.3310065,"street_address","small","#f44","restaurant"
"7074",NA,"STATE THEATRE, THE","7074","Yes","609 CONGRESS STREET","PORTLAND","ME","956-6001","STATE THEATRE, THE","609 CONGRESS STREET","PORTLAND","CUMBERLAND","7074","S-V-M","10/12/2015","ON",43.6539816,-70.2636836,"street_address","small","#f44","restaurant"
"7075",NA,"YORK RIVER HOUSE, THE","7075","Yes","150 US ROUTE ONE","YORK","ME","603-701-2020","YORK RIVER HOUSE, THE","150 US ROUTE ONE","YORK","YORK","7075","S-V-M","04/23/2015","ON",43.1407994,-70.6936442,"street_address","small","#f44","restaurant"
"7078",NA,"JOSEPH'S BY THE SEA","7078","Yes","55 WEST GRAND AVE","OLD ORCHARD BEACH","ME","934-5044","JOSEPH'S BY THE SEA","55 WEST GRAND AVE","OLD ORCHARD BEACH","YORK","7078","S-V-M","09/30/2015","ON",43.5116029,-70.3769571,"street_address","small","#f44","restaurant"
"7082",NA,"SACOPEE VALLEY HOUSE OF PIZZA","7082","Yes","201 MAIN STREET","CORNISH","ME","625-7777","SACOPEE VALLEY HOUSE OF PIZZA","201 MAIN STREET","CORNISH","YORK","7082","V-M","07/23/2015","ON",43.7999714,-70.786245,"route","small","#f44","restaurant"
"7084",NA,"LAPIZZERIA","7084","Yes","239 MAIN STREET","OGUNQUIT","ME","646-1143","LAPIZZERIA","239 MAIN STREET","OGUNQUIT","YORK","7084","V-M","05/07/2015","ON",43.2498404,-70.6001398,"street_address","small","#f44","restaurant"
"7085",NA,"TOM'S RESTAURANT","7085","Yes","17B EAST GRAND AVENUE","OLD ORCHARD BEACH","ME","934-9874","TOM'S RESTAURANT","17B EAST GRAND AVENUE","OLD ORCHARD BEACH","YORK","7085","S-V-M","05/17/2015","ON",43.517581,-70.3723739,"street_address","small","#f44","restaurant"
"7086",NA,"BLUE","7086","Yes","650A CONGRESS ST","PORTLAND","ME","774-4111","BLUE","650A CONGRESS ST","PORTLAND","CUMBERLAND","7086","M-V","09/14/2015","ON",43.6531479,-70.2654129,"street_address","small","#f44","restaurant"
"7087",NA,"'CAMP' CAMP","7087","Yes","481 BROWNFIELD ROAD","PORTER","ME","347-453-5257","'CAMP' CAMP","481 BROWNFIELD ROAD","PORTER","OXFORD","7087","V-M","06/10/2015","ON",43.841288,-70.8941219,"street_address","small","#f44","restaurant"
"7090",NA,"GINZA TOWN","7090","Yes","1053 FOREST AVENUE","PORTLAND","ME","409-0118","GINZA TOWN","1053 FOREST AVENUE","PORTLAND","CUMBERLAND","7090","S-V-M","04/15/2015","ON",43.6835061,-70.2905293,"street_address","small","#f44","restaurant"
"7092",NA,"LEDGES GOLF COURSE COMPANY, THE","7092","Yes","ONE LEDGES DRIVE","YORK","ME","351-3000","LEDGES GOLF COURSE COMPANY, THE","ONE LEDGES DRIVE","YORK","YORK","7092","S&V&M-S-V-M-Y","09/09/2015","ON",43.1903797,-70.747096,"route","small","#f44","restaurant"
"7093",NA,"1898 BAR & GRILL","7093","Yes","165 RIVER ROAD","BRUNSWICK","ME","837-4172","1898 BAR & GRILL","165 RIVER ROAD","BRUNSWICK","CUMBERLAND","7093","S-V-M","03/29/2015","ON",43.917265,-69.996926,"street_address","small","#f44","restaurant"
"7098",NA,"SILLY'S","7098","Yes","40 WASHINGTON AVE","PORTLAND","ME","772-0360","SILLY'S","40 WASHINGTON AVE","PORTLAND","CUMBERLAND","7098","M-V","12/06/2014","ON",43.6646332,-70.2519836,"premise","small","#f44","restaurant"
"71",NA,"SIDELINE VARIETY LLC","71","Yes","60 ALPINE STREET","NORWAY","ME","207-743-0001","SIDELINE VARIETY LLC","60 ALPINE STREET","NORWAY","OXFORD","71","M-V","11/21/2014","OFF",44.216715,-70.528023,"street_address","small","#4f4","alcohol-shop"
"7106",NA,"LA PLAYA DE OGUNQUIT","7106","Yes","355 MAIN STREET","OGUNQUIT","ME","646-3300","LA PLAYA DE OGUNQUIT","355 MAIN STREET","OGUNQUIT","YORK","7106","S-V-M","02/26/2015","ON",43.253813,-70.600763,"street_address","small","#f44","restaurant"
"7111",NA,"ACRES OF WILDLIFE","7111","Yes","60 ACRES OF WILDLIFE ROAD","STEEP FALLS","ME","675-3211","ACRES OF WILDLIFE","60 ACRES OF WILDLIFE ROAD","STEEP FALLS","CUMBERLAND","7111","S-V-M","04/20/2015","ON",43.8213387,-70.6382677,"street_address","small","#f44","restaurant"
"7112",NA,"CAFE NOMAD","7112","Yes","450 MAIN STREET","NORWAY","ME","739-2249","CAFE NOMAD","450 MAIN STREET","NORWAY","OXFORD","7112","V-M","06/21/2015","ON",44.213904,-70.543372,"street_address","small","#f44","restaurant"
"7113",NA,"RICETTA'S  OF FALMOUTH","7113","Yes","240 US ROUTE ONE","FALMOUTH","ME","879-5981","RICETTA'S  OF FALMOUTH","240 US ROUTE ONE","FALMOUTH","CUMBERLAND","7113","S-V-M","08/16/2015","ON",43.7229269,-70.2344417,"street_address","small","#f44","restaurant"
"7116",NA,"APPLEBEE'S NEIGHBORHOOD GRILL & BAR","7116","Yes","550 ALFRED STREET  GATEWAY CENTER","BIDDEFORD","ME","207-282-9466","APPLEBEE'S NEIGHBORHOOD GRILL & BAR","550 ALFRED STREET  GATEWAY CENTER","BIDDEFORD","YORK","7116","S-V-M","11/01/2015","ON",43.4779717,-70.5076357,"street_address","small","#f44","restaurant"
"7121",NA,"FI WOOD RESTAURANT","7121","Yes","797 MAIN STREET","SANFORD","ME","490-1025","FI WOOD RESTAURANT","797 MAIN STREET","SANFORD","YORK","7121","S-V-M","01/27/2015","ON",43.443751,-70.7839967,"street_address","small","#f44","restaurant"
"7124",NA,"VENEZIA'S RISTORANTE","7124","Yes","251 NORTH HIGH ST","BRIDGTON","ME","647-5333","VENEZIA'S RISTORANTE","251 NORTH HIGH ST","BRIDGTON","CUMBERLAND","7124","S-V-M","05/08/2015","ON",44.0628069,-70.7353396,"street_address","small","#f44","restaurant"
"7130",NA,"MERE CREEK GOLF COURSE","7130","Yes","9 MERRICONEAG DRIVE","BRUNSWICK","ME","442-8725","MERE CREEK GOLF COURSE","9 MERRICONEAG DRIVE","BRUNSWICK","CUMBERLAND","7130","V-M","05/24/2015","ON",43.8738815,-69.9428736,"route","small","#f44","restaurant"
"7135",NA,"RICHARD'S RESTAURANT","7135","Yes","115 MAINE STREET","BRUNSWICK","ME","729-9673","RICHARD'S RESTAURANT","115 MAINE STREET","BRUNSWICK","CUMBERLAND","7135","S-V-M","09/27/2015","ON",43.915936,-69.96494,"street_address","small","#f44","restaurant"
"7138",NA,"HUGS ITALIAN RESTAURANT","7138","Yes","204 US ROUTE ONE","FALMOUTH","ME","781-3342","HUGS ITALIAN RESTAURANT","204 US ROUTE ONE","FALMOUTH","CUMBERLAND","7138","S-V-M","10/24/2015","ON",43.7196361,-70.2337622,"street_address","small","#f44","restaurant"
"7140",NA,"JAKE'S SEAFOOD RESTAURANT","7140","Yes","139 POST ROAD","MOODY","ME","646-6771","JAKE'S SEAFOOD RESTAURANT","139 POST ROAD","MOODY","YORK","7140","M","04/18/2015","ON",43.2754282,-70.5966945,"street_address","small","#f44","restaurant"
"7142",NA,"GORHAM COUNTRY CLUB","7142","Yes","93 MCLELLAN ROAD","GORHAM","ME","839-5565","GORHAM COUNTRY CLUB","93 MCLELLAN ROAD","GORHAM","CUMBERLAND","7142","S-V-M","05/04/2015","ON",43.651743,-70.40854,"street_address","small","#f44","restaurant"
"7145",NA,"BINTLIFF'S AMERICAN CAFE","7145","Yes","98 PORTLAND STREET","PORTLAND","ME","839-6546","BINTLIFF'S AMERICAN CAFE","98 PORTLAND STREET","PORTLAND","CUMBERLAND","7145","S-V-M","12/05/2014","ON",43.6576,-70.265564,"street_address","small","#f44","restaurant"
"7146",NA,"DUTCH ELM GOLF COURSE, INC.","7146","Yes","5 BRIMSTONE ROAD","ARUNDEL","ME","282-9850","DUTCH ELM GOLF COURSE, INC.","5 BRIMSTONE ROAD","ARUNDEL","YORK","7146","S-V-M","04/14/2015","ON",43.4623522,-70.5425216,"street_address","small","#f44","restaurant"
"715",NA,"RITE AID #4135","715","Yes","120 MAIN STREET","GORHAM","ME","717-214-8543","RITE AID #4135","120 MAIN STREET","GORHAM","CUMBERLAND","715","M-V","12/28/2015","OFF",43.681448,-70.438713,"street_address","small","#4f4","alcohol-shop"
"7150",NA,"LOS TAPATIOS MEXICAN RESTAURANT","7150","Yes","11 ADAMS STREET","BIDDEFORD","ME","229-0745","LOS TAPATIOS MEXICAN RESTAURANT","11 ADAMS STREET","BIDDEFORD","YORK","7150","S-V-M","04/09/2015","ON",43.4927024,-70.4566356,"street_address","small","#f44","restaurant"
"7151",NA,"OLIVE GARDEN ITALIAN RESTAURANT, THE","7151","Yes","200 GORHAM ROAD, SUITE 800","SOUTH PORTLAND","ME","874-9005","OLIVE GARDEN ITALIAN RESTAURANT, THE","200 GORHAM ROAD, SUITE 800","SOUTH PORTLAND","CUMBERLAND","7151","S-V-M","05/28/2015","ON",43.6335133,-70.323359,"subpremise","small","#f44","restaurant"
"7154",NA,"SMITTY'S CINEMA - SANFORD","7154","Yes","1364 MAIN STREET","SANFORD","ME","490-6677","SMITTY'S CINEMA - SANFORD","1364 MAIN STREET","SANFORD","YORK","7154","S-V-M","06/03/2015","ON",43.4150091,-70.7460524,"street_address","small","#f44","restaurant"
